sentiment,article
1,The final outcome of the rights offering is to be reported around 23 October 2009 .
1,"Fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , Wartsila Corporation ."
1,Rautaruukki aims to find work from the group 's other locations for those who have been made redundant .
0,"In addition , the company will reduce a maximum of ten jobs ."
1,"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 7.2.2007 at 10.30 A total of 56,955 new shares of Ahlstrom Corporation have been subscribed with option rights under the company 's stock option programs I 2001 and II 2001 ."
1,"SCOPI Chief Business Excellence Officer , Eng ."
0,Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .
1,Margin call of Zanadvorov has given the chance to make such purchase under the credit of Deutsche Bank for USD 560 million .
1,"`` These patronage refunds reward members that use the fee-based services that make a positive contribution to CenCorp 's operating results , '' said Bill Walby , CenCorp CEO ."
1,The Group 's revenue in 2009 amounted to EUR 70 million and the company currently employs approximately 780 people .
1,Earnings per share EPS in the first quarter amounted to a loss of EUR0 .20 .
1,"Also Ruukki Construction , Rautaruukki 's construction division , is initiating employer-employee negotiations at its sites in Alaj+Ærvi , Vimpeli and Per+Æsein+Æjoki in Finland ."
2,"The most loyal customers were found in the Bank of +_land , with an index of 8.0 ."
0,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .
2,Other carriers and handset makers spin it as a positive event that will raise interest for higher-end phones and pricier data plans .
1,Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .
0,"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 ."
0,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 ."
2,"To prove the efficiency of the China Mobile system , Rod Baber , an English climber , climbed to the Mount Everest summit and successfully made calls ."
1,It moved into the No. 2 spot in 2000 when it merged steel operations with Avesta Sheffield to form AvestaPolarit .
2,Uponor improved its performance in spite of the decrease in residential construction in the US .
2,The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company .
0,down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .
1,"Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries ."
1,"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts ."
2,"( ADP News ) - Nov 3 , 2008 - Finnish cargo handling systems and services company Cargotec Oyj ( OMX : CGCBV ) said today that it acquired 80 % stakes in Italian service companies CVS Technoports Srl and CVS Service Srl from Italian handli"
1,No changes in media activity were seen in October compared with September .
2,"Clothing retail chain Sepp+Æl+Æ 's sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 ."
2,Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .
1,"Aug. 31 , 2009 (Gawker Media delivered by Newstex)-- If you love fishing video games but felt that there just was n't enough wackiness involved , then Activision 's (NASDAQ : ATVI) Rapala : We Fish might just catch your eye with its family-fun hook ."
1,"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007 ."
2,"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing ."
1,"In the end , Sanoma News wants to secure its foundation with the savings ."
1,"Later on , about 150 Finnish-made houses will be build in the area ."
1,"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings ."
2,Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .
0,Finnish Bank of +_land reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .
2,"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements ."
1,Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 .
1,"GeoSentric is acquiring extra financing by issuing a maximum of 220,000 new shares and a convertible bond with subscription rights for 880,000 shares , which have been fully subscribed ."
0,"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 ."
2,"In addition , Kone signed a two-year maintenance contract for the escalators ."
1,"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn ."
2,"Jawad Williams scored 23 points in an impressive debut for Jerusalem , with Jason Rich adding 18 and Yuval Naimi chipping in with 16 points for Hapoel , which visits the yellow-and-blue next week ."
1,The Symbian Foundation plans to revise its procedures for testing and signing software after digitally signing a trojan for its Symbian mobile phone operating system by mistake .
1,"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily ."
2,`` Ixonos has a rich heritage in developing leadership experiences in the smartphone segment .
2,Ramirent s Danish subsidiary Ramirent A-S has today signed an agreement to acquire the business assets of the machinery rental company Jydsk Materiel Udlejning located in West Jutland .
1,The measures taken will cause one-time costs during the final part of 2006 .
2,Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden .
1,"A total of 38,244 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed on 19 April exercising the A-B-C options based on the company 's stock option plan 1999 ."
1,"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people ."
1,"The handset also features a Media Bar for quick access to favorite media and applications , including music , photos , YouTube or Ovi Share ."
1,The dividends payable annually shall be deducted from the share subscription price .
1,CapMan made its initial investment in OneMed in June 2006 .
1,The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .
2,"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 ."
